фгфгфгфггфгфгфгхфгхёёёёёёёёё????/...>>>>><<<.......>>>>..,,ббббюююьторг!!!"""###****:::,,,...;;;((()))))___++|||\\|
888777ёёёЮЮЮЮЮЮЮ```````ЁЁЁЁЁЁёёёё2022-12-10 20:10:58,344 p=1981 u=zimnyakovrs n=ansible | ERROR! Invalid callback for stdout specified: yaml
  - ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABgQCvkhmkG9kSeDFIjxD3mtEwYWlFgV+yvkdlC4cYlQP9vct70OElMsDqVNUtWcwH5rgmKgzCpzQkfx2C5NeW/I5lTHpsH9+ioJ0WSzf1TbePNLnI63F8Pr0L+0Lu8RI2cNVMBQ0r4pQkKzw3x77vs1++MyR+m50RMjgbYqsi5bxlNVWqXH/P1eNTMQKIC4XPMKc+WK4WeTafEHTAKHc6CMDDupG8TW93tT/O6gocSsQyvgnBwCJcuSd/OYI6SKVTARTs89JnBmDqbNph1b9nibZ41y6NysucYtGv91mHujLei9BoZddTxcj6CmyZ6xiMQvlpzo6j0IPw0G4EBn7QeKH3ur7HqvT0utgO938rV4PW9O2PLob7o85HDBMoe533dXbzhgJid0zpwa69KQbMyEcHG2bTMBlWGnUEJm90xlsq6McDaEd2gJjdkxv8ucWyjh/UwZ+WK6WqPt9TKFDRX5TM780ncbj8VWR1DdVkBiBDMrrFTA90wxaLS4mUSjwp1TM= ansi@a8ansible
2022-12-10 20:20:19,283 p=3325 u=zimnyakovrs n=ansible | ok: [a8_jenkins] => 
  authorized_keys_list:
  - ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABAQDQeqVpOBQDP81RTPa/QK+FcWcPK6QLoeGKmDM/4D1GflHMVyJpIBrZK9VbImwDwKW19L8eAhRzhKr5ZNawanLbVQeCwXp8wNZXd3wL6o72jj7kKcoLrGGhw8oBETl03w2GkQ7hfUOQZBVJgYnx1hTDfQnWaeDfViWX2wJ2RLaq6QPu1xgElyntJ5kNCjcHyg2zzsrhvAWE2l1r7cjp9PedQUR8os3/91FFE80ABRfJ7D7M2FLZcmd6qyZfybiezwilAEjSsGlu5SCP+y9QHvYET9DVyGZQVY0MA9EEizGF0yFPsb/reJr1u+JAUBmE3rUmHm4Mzvem5tCyq+B+W/I1 rsa-key-20220922
  - ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABgQCvkhmkG9kSeDFIjxD3mtEwYWlFgV+yvkdlC4cYlQP9vct70OElMsDqVNUtWcwH5rgmKgzCpzQkfx2C5NeW/I5lTHpsH9+ioJ0WSzf1TbePNLnI63F8Pr0L+0Lu8RI2cNVMBQ0r4pQkKzw3x77vs1++MyR+m50RMjgbYqsi5bxlNVWqXH/P1eNTMQKIC4XPMKc+WK4WeTafEHTAKHc6CMDDupG8TW93tT/O6gocSsQyvgnBwCJcuSd/OYI6SKVTARTs89JnBmDqbNph1b9nibZ41y6NysucYtGv91mHujLei9BoZddTxcj6CmyZ6xiMQvlpzo6j0IPw0G4EBn7QeKH3ur7HqvT0utgO938rV4PW9O2PLob7o85HDBMoe533dXbzhgJid0zpwa69KQbMyEcHG2bTMBlWGnUEJm90xlsq6McDaEd2gJjdkxv8ucWyjh/UwZ+WK6WqPt9TKFDRX5TM780ncbj8VWR1DdVkBiBDMrrFTA90wxaLS4mUSjwp1TM= ansi@a8ansible
2022-12-10 20:20:19,285 p=3325 u=zimnyakovrs n=ansible | ok: [a8_elk] => 
  authorized_keys_list:
  - ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABAQDQeqVpOBQDP81RTPa/QK+FcWcPK6QLoeGKmDM/4D1GflHMVyJpIBrZK9VbImwDwKW19L8eAhRzhKr5ZNawanLbVQeCwXp8wNZXd3wL6o72jj7kKcoLrGGhw8oBETl03w2GkQ7hfUOQZBVJgYnx1hTDfQnWaeDfViWX2wJ2RLaq6QPu1xgElyntJ5kNCjcHyg2zzsrhvAWE2l1r7cjp9PedQUR8os3/91FFE80ABRfJ7D7M2FLZcmd6qyZfybiezwilAEjSsGlu5SCP+y9QHvYET9DVyGZQVY0MA9EEizGF0yFPsb/reJr1u+JAUBmE3rUmHm4Mzvem5tCyq+B+W/I1 rsa-key-20220922
  - ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABgQCvkhmkG9kSeDFIjxD3mtEwYWlFgV+yvkdlC4cYlQP9vct70OElMsDqVNUtWcwH5rgmKgzCpzQkfx2C5NeW/I5lTHpsH9+ioJ0WSzf1TbePNLnI63F8Pr0L+0Lu8RI2cNVMBQ0r4pQkKzw3x77vs1++MyR+m50RMjgbYqsi5bxlNVWqXH/P1eNTMQKIC4XPMKc+WK4WeTafEHTAKHc6CMDDupG8TW93tT/O6gocSsQyvgnBwCJcuSd/OYI6SKVTARTs89JnBmDqbNph1b9nibZ41y6NysucYtGv91mHujLei9BoZddTxcj6CmyZ6xiMQvlpzo6j0IPw0G4EBn7QeKH3ur7HqvT0utgO938rV4PW9O2PLob7o85HDBMoe533dXbzhgJid0zpwa69KQbMyEcHG2bTMBlWGnUEJm90xlsq6McDaEd2gJjdkxv8ucWyjh/UwZ+WK6WqPt9TKFDRX5TM780ncbj8VWR1DdVkBiBDMrrFTA90wxaLS4mUSjwp1TM= ansi@a8ansible
2022-12-10 20:20:19,304 p=3325 u=zimnyakovrs n=ansible | ok: [ol79_81] => 
  authorized_keys_list:
  - ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABAQDQeqVpOBQDP81RTPa/QK+FcWcPK6QLoeGKmDM/4D1GflHMVyJpIBrZK9VbImwDwKW19L8eAhRzhKr5ZNawanLbVQeCwXp8wNZXd3wL6o72jj7kKcoLrGGhw8oBETl03w2GkQ7hfUOQZBVJgYnx1hTDfQnWaeDfViWX2wJ2RLaq6QPu1xgElyntJ5kNCjcHyg2zzsrhvAWE2l1r7cjp9PedQUR8os3/91FFE80ABRfJ7D7M2FLZcmd6qyZfybiezwilAEjSsGlu5SCP+y9QHvYET9DVyGZQVY0MA9EEizGF0yFPsb/reJr1u+JAUBmE3rUmHm4Mzvem5tCyq+B+W/I1 rsa-key-20220922
  - ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABgQCvkhmkG9kSeDFIjxD3mtEwYWlFgV+yvkdlC4cYlQP9vct70OElMsDqVNUtWcwH5rgmKgzCpzQkfx2C5NeW/I5lTHpsH9+ioJ0WSzf1TbePNLnI63F8Pr0L+0Lu8RI2cNVMBQ0r4pQkKzw3x77vs1++MyR+m50RMjgbYqsi5bxlNVWqXH/P1eNTMQKIC4XPMKc+WK4WeTafEHTAKHc6CMDDupG8TW93tT/O6gocSsQyvgnBwCJcuSd/OYI6SKVTARTs89JnBmDqbNph1b9nibZ41y6NysucYtGv91mHujLei9BoZddTxcj6CmyZ6xiMQvlpzo6j0IPw0G4EBn7QeKH3ur7HqvT0utgO938rV4PW9O2PLob7o85HDBMoe533dXbzhgJid0zpwa69KQbMyEcHG2bTMBlWGnUEJm90xlsq6McDaEd2gJjdkxv8ucWyjh/UwZ+WK6WqPt9TKFDRX5TM780ncbj8VWR1DdVkBiBDMrrFTA90wxaLS4mUSjwp1TM= ansi@a8ansible
2022-12-10 20:20:19,322 p=3325 u=zimnyakovrs n=ansible | ok: [ol79_82] => 
  authorized_keys_list:
  - ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABAQDQeqVpOBQDP81RTPa/QK+FcWcPK6QLoeGKmDM/4D1GflHMVyJpIBrZK9VbImwDwKW19L8eAhRzhKr5ZNawanLbVQeCwXp8wNZXd3wL6o72jj7kKcoLrGGhw8oBETl03w2GkQ7hfUOQZBVJgYnx1hTDfQnWaeDfViWX2wJ2RLaq6QPu1xgElyntJ5kNCjcHyg2zzsrhvAWE2l1r7cjp9PedQUR8os3/91FFE80ABRfJ7D7M2FLZcmd6qyZfybiezwilAEjSsGlu5SCP+y9QHvYET9DVyGZQVY0MA9EEizGF0yFPsb/reJr1u+JAUBmE3rUmHm4Mzvem5tCyq+B+W/I1 rsa-key-20220922
  - ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABgQCvkhmkG9kSeDFIjxD3mtEwYWlFgV+yvkdlC4cYlQP9vct70OElMsDqVNUtWcwH5rgmKgzCpzQkfx2C5NeW/I5lTHpsH9+ioJ0WSzf1TbePNLnI63F8Pr0L+0Lu8RI2cNVMBQ0r4pQkKzw3x77vs1++MyR+m50RMjgbYqsi5bxlNVWqXH/P1eNTMQKIC4XPMKc+WK4WeTafEHTAKHc6CMDDupG8TW93tT/O6gocSsQyvgnBwCJcuSd/OYI6SKVTARTs89JnBmDqbNph1b9nibZ41y6NysucYtGv91mHujLei9BoZddTxcj6CmyZ6xiMQvlpzo6j0IPw0G4EBn7QeKH3ur7HqvT0utgO938rV4PW9O2PLob7o85HDBMoe533dXbzhgJid0zpwa69KQbMyEcHG2bTMBlWGnUEJm90xlsq6McDaEd2gJjdkxv8ucWyjh/UwZ+WK6WqPt9TKFDRX5TM780ncbj8VWR1DdVkBiBDMrrFTA90wxaLS4mUSjwp1TM= ansi@a8ansible
2022-12-10 20:20:19,333 p=3325 u=zimnyakovrs n=ansible | ok: [red73_87] => 
  authorized_keys_list:
  - ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABAQDQeqVpOBQDP81RTPa/QK+FcWcPK6QLoeGKmDM/4D1GflHMVyJpIBrZK9VbImwDwKW19L8eAhRzhKr5ZNawanLbVQeCwXp8wNZXd3wL6o72jj7kKcoLrGGhw8oBETl03w2GkQ7hfUOQZBVJgYnx1hTDfQnWaeDfViWX2wJ2RLaq6QPu1xgElyntJ5kNCjcHyg2zzsrhvAWE2l1r7cjp9PedQUR8os3/91FFE80ABRfJ7D7M2FLZcmd6qyZfybiezwilAEjSsGlu5SCP+y9QHvYET9DVyGZQVY0MA9EEizGF0yFPsb/reJr1u+JAUBmE3rUmHm4Mzvem5tCyq+B+W/I1 rsa-key-20220922
  - ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABgQCvkhmkG9kSeDFIjxD3mtEwYWlFgV+yvkdlC4cYlQP9vct70OElMsDqVNUtWcwH5rgmKgzCpzQkfx2C5NeW/I5lTHpsH9+ioJ0WSzf1TbePNLnI63F8Pr0L+0Lu8RI2cNVMBQ0r4pQkKzw3x77vs1++MyR+m50RMjgbYqsi5bxlNVWqXH/P1eNTMQKIC4XPMKc+WK4WeTafEHTAKHc6CMDDupG8TW93tT/O6gocSsQyvgnBwCJcuSd/OYI6SKVTARTs89JnBmDqbNph1b9nibZ41y6NysucYtGv91mHujLei9BoZddTxcj6CmyZ6xiMQvlpzo6j0IPw0G4EBn7QeKH3ur7HqvT0utgO938rV4PW9O2PLob7o85HDBMoe533dXbzhgJid0zpwa69KQbMyEcHG2bTMBlWGnUEJm90xlsq6McDaEd2gJjdkxv8ucWyjh/UwZ+WK6WqPt9TKFDRX5TM780ncbj8VWR1DdVkBiBDMrrFTA90wxaLS4mUSjwp1TM= ansi@a8ansible
2022-12-10 20:20:19,348 p=3325 u=zimnyakovrs n=ansible | TASK [Create a directory .ssh if it does not exist] ************************************************************************************************************************************************************************************************************************************
2022-12-10 20:20:20,550 p=3325 u=zimnyakovrs n=ansible | changed: [ol79_81]
2022-12-10 20:20:20,650 p=3325 u=zimnyakovrs n=ansible | ok: [alt10]
2022-12-10 20:20:20,915 p=3325 u=zimnyakovrs n=ansible | changed: [a8_jenkins]
2022-12-10 20:20:20,918 p=3325 u=zimnyakovrs n=ansible | changed: [a8_ansible]
2022-12-10 20:20:20,981 p=3325 u=zimnyakovrs n=ansible | changed: [a8_elk]
2022-12-10 20:20:21,279 p=3325 u=zimnyakovrs n=ansible | changed: [ol79_82]
2022-12-10 20:20:21,768 p=3325 u=zimnyakovrs n=ansible | ok: [red73_87]
2022-12-10 20:20:21,780 p=3325 u=zimnyakovrs n=ansible | TASK [Create authorized_keys] **********************************************************************************************************************************************************************************************************************************************************
2022-12-10 20:20:22,985 p=3325 u=zimnyakovrs n=ansible | ok: [ol79_81]
2022-12-10 20:20:23,015 p=3325 u=zimnyakovrs n=ansible | ok: [alt10]
2022-12-10 20:20:23,382 p=3325 u=zimnyakovrs n=ansible | ok: [a8_jenkins]
2022-12-10 20:20:23,426 p=3325 u=zimnyakovrs n=ansible | ok: [a8_ansible]
2022-12-10 20:20:23,499 p=3325 u=zimnyakovrs n=ansible | ok: [a8_elk]
2022-12-10 20:20:23,757 p=3325 u=zimnyakovrs n=ansible | ok: [ol79_82]
2022-12-10 20:20:24,172 p=3325 u=zimnyakovrs n=ansible | ok: [red73_87]
2022-12-10 20:20:24,184 p=3325 u=zimnyakovrs n=ansible | TASK [Copy keys using inline content] **************************************************************************************************************************************************************************************************************************************************
2022-12-10 20:20:25,468 p=3325 u=zimnyakovrs n=ansible | changed: [ol79_81] => (item=ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABAQDQeqVpOBQDP81RTPa/QK+FcWcPK6QLoeGKmDM/4D1GflHMVyJpIBrZK9VbImwDwKW19L8eAhRzhKr5ZNawanLbVQeCwXp8wNZXd3wL6o72jj7kKcoLrGGhw8oBETl03w2GkQ7hfUOQZBVJgYnx1hTDfQnWaeDfViWX2wJ2RLaq6QPu1xgElyntJ5kNCjcHyg2zzsrhvAWE2l1r7cjp9PedQUR8os3/91FFE80ABRfJ7D7M2FLZcmd6qyZfybiezwilAEjSsGlu5SCP+y9QHvYET9DVyGZQVY0MA9EEizGF0yFPsb/reJr1u+JAUBmE3rUmHm4Mzvem5tCyq+B+W/I1 rsa-key-20220922)
2022-12-10 20:20:25,596 p=3325 u=zimnyakovrs n=ansible | changed: [alt10] => (item=ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABAQDQeqVpOBQDP81RTPa/QK+FcWcPK6QLoeGKmDM/4D1GflHMVyJpIBrZK9VbImwDwKW19L8eAhRzhKr5ZNawanLbVQeCwXp8wNZXd3wL6o72jj7kKcoLrGGhw8oBETl03w2GkQ7hfUOQZBVJgYnx1hTDfQnWaeDfViWX2wJ2RLaq6QPu1xgElyntJ5kNCjcHyg2zzsrhvAWE2l1r7cjp9PedQUR8os3/91FFE80ABRfJ7D7M2FLZcmd6qyZfybiezwilAEjSsGlu5SCP+y9QHvYET9DVyGZQVY0MA9EEizGF0yFPsb/reJr1u+JAUBmE3rUmHm4Mzvem5tCyq+B+W/I1 rsa-key-20220922)
2022-12-10 20:20:25,904 p=3325 u=zimnyakovrs n=ansible | changed: [a8_ansible] => (item=ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABAQDQeqVpOBQDP81RTPa/QK+FcWcPK6QLoeGKmDM/4D1GflHMVyJpIBrZK9VbImwDwKW19L8eAhRzhKr5ZNawanLbVQeCwXp8wNZXd3wL6o72jj7kKcoLrGGhw8oBETl03w2GkQ7hfUOQZBVJgYnx1hTDfQnWaeDfViWX2wJ2RLaq6QPu1xgElyntJ5kNCjcHyg2zzsrhvAWE2l1r7cjp9PedQUR8os3/91FFE80ABRfJ7D7M2FLZcmd6qyZfybiezwilAEjSsGlu5SCP+y9QHvYET9DVyGZQVY0MA9EEizGF0yFPsb/reJr1u+JAUBmE3rUmHm4Mzvem5tCyq+B+W/I1 rsa-key-20220922)
2022-12-10 20:20:25,926 p=3325 u=zimnyakovrs n=ansible | changed: [a8_jenkins] => (item=ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABAQDQeqVpOBQDP81RTPa/QK+FcWcPK6QLoeGKmDM/4D1GflHMVyJpIBrZK9VbImwDwKW19L8eAhRzhKr5ZNawanLbVQeCwXp8wNZXd3wL6o72jj7kKcoLrGGhw8oBETl03w2GkQ7hfUOQZBVJgYnx1hTDfQnWaeDfViWX2wJ2RLaq6QPu1xgElyntJ5kNCjcHyg2zzsrhvAWE2l1r7cjp9PedQUR8os3/91FFE80ABRfJ7D7M2FLZcmd6qyZfybiezwilAEjSsGlu5SCP+y9QHvYET9DVyGZQVY0MA9EEizGF0yFPsb/reJr1u+JAUBmE3rUmHm4Mzvem5tCyq+B+W/I1 rsa-key-20220922)
2022-12-10 20:20:26,076 p=3325 u=zimnyakovrs n=ansible | changed: [a8_elk] => (item=ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABAQDQeqVpOBQDP81RTPa/QK+FcWcPK6QLoeGKmDM/4D1GflHMVyJpIBrZK9VbImwDwKW19L8eAhRzhKr5ZNawanLbVQeCwXp8wNZXd3wL6o72jj7kKcoLrGGhw8oBETl03w2GkQ7hfUOQZBVJgYnx1hTDfQnWaeDfViWX2wJ2RLaq6QPu1xgElyntJ5kNCjcHyg2zzsrhvAWE2l1r7cjp9PedQUR8os3/91FFE80ABRfJ7D7M2FLZcmd6qyZfybiezwilAEjSsGlu5SCP+y9QHvYET9DVyGZQVY0MA9EEizGF0yFPsb/reJr1u+JAUBmE3rUmHm4Mzvem5tCyq+B+W/I1 rsa-key-20220922)
2022-12-10 20:20:26,567 p=3325 u=zimnyakovrs n=ansible | changed: [ol79_81] => (item=ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABgQCvkhmkG9kSeDFIjxD3mtEwYWlFgV+yvkdlC4cYlQP9vct70OElMsDqVNUtWcwH5rgmKgzCpzQkfx2C5NeW/I5lTHpsH9+ioJ0WSzf1TbePNLnI63F8Pr0L+0Lu8RI2cNVMBQ0r4pQkKzw3x77vs1++MyR+m50RMjgbYqsi5bxlNVWqXH/P1eNTMQKIC4XPMKc+WK4WeTafEHTAKHc6CMDDupG8TW93tT/O6gocSsQyvgnBwCJcuSd/OYI6SKVTARTs89JnBmDqbNph1b9nibZ41y6NysucYtGv91mHujLei9BoZddTxcj6CmyZ6xiMQvlpzo6j0IPw0G4EBn7QeKH3ur7HqvT0utgO938rV4PW9O2PLob7o85HDBMoe533dXbzhgJid0zpwa69KQbMyEcHG2bTMBlWGnUEJm90xlsq6McDaEd2gJjdkxv8ucWyjh/UwZ+WK6WqPt9TKFDRX5TM780ncbj8VWR1DdVkBiBDMrrFTA90wxaLS4mUSjwp1TM= ansi@a8ansible)
2022-12-10 20:20:26,981 p=3325 u=zimnyakovrs n=ansible | changed: [alt10] => (item=ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABgQCvkhmkG9kSeDFIjxD3mtEwYWlFgV+yvkdlC4cYlQP9vct70OElMsDqVNUtWcwH5rgmKgzCpzQkfx2C5NeW/I5lTHpsH9+ioJ0WSzf1TbePNLnI63F8Pr0L+0Lu8RI2cNVMBQ0r4pQkKzw3x77vs1++MyR+m50RMjgbYqsi5bxlNVWqXH/P1eNTMQKIC4XPMKc+WK4WeTafEHTAKHc6CMDDupG8TW93tT/O6gocSsQyvgnBwCJcuSd/OYI6SKVTARTs89JnBmDqbNph1b9nibZ41y6NysucYtGv91mHujLei9BoZddTxcj6CmyZ6xiMQvlpzo6j0IPw0G4EBn7QeKH3ur7HqvT0utgO938rV4PW9O2PLob7o85HDBMoe533dXbzhgJid0zpwa69KQbMyEcHG2bTMBlWGnUEJm90xlsq6McDaEd2gJjdkxv8ucWyjh/UwZ+WK6WqPt9TKFDRX5TM780ncbj8VWR1DdVkBiBDMrrFTA90wxaLS4mUSjwp1TM= ansi@a8ansible)
2022-12-10 20:20:27,574 p=3325 u=zimnyakovrs n=ansible | changed: [ol79_82] => (item=ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABAQDQeqVpOBQDP81RTPa/QK+FcWcPK6QLoeGKmDM/4D1GflHMVyJpIBrZK9VbImwDwKW19L8eAhRzhKr5ZNawanLbVQeCwXp8wNZXd3wL6o72jj7kKcoLrGGhw8oBETl03w2GkQ7hfUOQZBVJgYnx1hTDfQnWaeDfViWX2wJ2RLaq6QPu1xgElyntJ5kNCjcHyg2zzsrhvAWE2l1r7cjp9PedQUR8os3/91FFE80ABRfJ7D7M2FLZcmd6qyZfybiezwilAEjSsGlu5SCP+y9QHvYET9DVyGZQVY0MA9EEizGF0yFPsb/reJr1u+JAUBmE3rUmHm4Mzvem5tCyq+B+W/I1 rsa-key-20220922)
2022-12-10 20:20:27,613 p=3325 u=zimnyakovrs n=ansible | changed: [a8_jenkins] => (item=ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABgQCvkhmkG9kSeDFIjxD3mtEwYWlFgV+yvkdlC4cYlQP9vct70OElMsDqVNUtWcwH5rgmKgzCpzQkfx2C5NeW/I5lTHpsH9+ioJ0WSzf1TbePNLnI63F8Pr0L+0Lu8RI2cNVMBQ0r4pQkKzw3x77vs1++MyR+m50RMjgbYqsi5bxlNVWqXH/P1eNTMQKIC4XPMKc+WK4WeTafEHTAKHc6CMDDupG8TW93tT/O6gocSsQyvgnBwCJcuSd/OYI6SKVTARTs89JnBmDqbNph1b9nibZ41y6NysucYtGv91mHujLei9BoZddTxcj6CmyZ6xiMQvlpzo6j0IPw0G4EBn7QeKH3ur7HqvT0utgO938rV4PW9O2PLob7o85HDBMoe533dXbzhgJid0zpwa69KQbMyEcHG2bTMBlWGnUEJm90xlsq6McDaEd2gJjdkxv8ucWyjh/UwZ+WK6WqPt9TKFDRX5TM780ncbj8VWR1DdVkBiBDMrrFTA90wxaLS4mUSjwp1TM= ansi@a8ansible)
2022-12-10 20:20:27,632 p=3325 u=zimnyakovrs n=ansible | changed: [a8_ansible] => (item=ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABgQCvkhmkG9kSeDFIjxD3mtEwYWlFgV+yvkdlC4cYlQP9vct70OElMsDqVNUtWcwH5rgmKgzCpzQkfx2C5NeW/I5lTHpsH9+ioJ0WSzf1TbePNLnI63F8Pr0L+0Lu8RI2cNVMBQ0r4pQkKzw3x77vs1++MyR+m50RMjgbYqsi5bxlNVWqXH/P1eNTMQKIC4XPMKc+WK4WeTafEHTAKHc6CMDDupG8TW93tT/O6gocSsQyvgnBwCJcuSd/OYI6SKVTARTs89JnBmDqbNph1b9nibZ41y6NysucYtGv91mHujLei9BoZddTxcj6CmyZ6xiMQvlpzo6j0IPw0G4EBn7QeKH3ur7HqvT0utgO938rV4PW9O2PLob7o85HDBMoe533dXbzhgJid0zpwa69KQbMyEcHG2bTMBlWGnUEJm90xlsq6McDaEd2gJjdkxv8ucWyjh/UwZ+WK6WqPt9TKFDRX5TM780ncbj8VWR1DdVkBiBDMrrFTA90wxaLS4mUSjwp1TM= ansi@a8ansible)
2022-12-10 20:20:27,764 p=3325 u=zimnyakovrs n=ansible | changed: [a8_elk] => (item=ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABgQCvkhmkG9kSeDFIjxD3mtEwYWlFgV+yvkdlC4cYlQP9vct70OElMsDqVNUtWcwH5rgmKgzCpzQkfx2C5NeW/I5lTHpsH9+ioJ0WSzf1TbePNLnI63F8Pr0L+0Lu8RI2cNVMBQ0r4pQkKzw3x77vs1++MyR+m50RMjgbYqsi5bxlNVWqXH/P1eNTMQKIC4XPMKc+WK4WeTafEHTAKHc6CMDDupG8TW93tT/O6gocSsQyvgnBwCJcuSd/OYI6SKVTARTs89JnBmDqbNph1b9nibZ41y6NysucYtGv91mHujLei9BoZddTxcj6CmyZ6xiMQvlpzo6j0IPw0G4EBn7QeKH3ur7HqvT0utgO938rV4PW9O2PLob7o85HDBMoe533dXbzhgJid0zpwa69KQbMyEcHG2bTMBlWGnUEJm90xlsq6McDaEd2gJjdkxv8ucWyjh/UwZ+WK6WqPt9TKFDRX5TM780ncbj8VWR1DdVkBiBDMrrFTA90wxaLS4mUSjwp1TM= ansi@a8ansible)
2022-12-10 20:20:28,219 p=3325 u=zimnyakovrs n=ansible | changed: [ol79_82] => (item=ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABgQCvkhmkG9kSeDFIjxD3mtEwYWlFgV+yvkdlC4cYlQP9vct70OElMsDqVNUtWcwH5rgmKgzCpzQkfx2C5NeW/I5lTHpsH9+ioJ0WSzf1TbePNLnI63F8Pr0L+0Lu8RI2cNVMBQ0r4pQkKzw3x77vs1++MyR+m50RMjgbYqsi5bxlNVWqXH/P1eNTMQKIC4XPMKc+WK4WeTafEHTAKHc6CMDDupG8TW93tT/O6gocSsQyvgnBwCJcuSd/OYI6SKVTARTs89JnBmDqbNph1b9nibZ41y6NysucYtGv91mHujLei9BoZddTxcj6CmyZ6xiMQvlpzo6j0IPw0G4EBn7QeKH3ur7HqvT0utgO938rV4PW9O2PLob7o85HDBMoe533dXbzhgJid0zpwa69KQbMyEcHG2bTMBlWGnUEJm90xlsq6McDaEd2gJjdkxv8ucWyjh/UwZ+WK6WqPt9TKFDRX5TM780ncbj8VWR1DdVkBiBDMrrFTA90wxaLS4mUSjwp1TM= ansi@a8ansible)
2022-12-10 20:20:28,373 p=3325 u=zimnyakovrs n=ansible | changed: [red73_87] => (item=ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABAQDQeqVpOBQDP81RTPa/QK+FcWcPK6QLoeGKmDM/4D1GflHMVyJpIBrZK9VbImwDwKW19L8eAhRzhKr5ZNawanLbVQeCwXp8wNZXd3wL6o72jj7kKcoLrGGhw8oBETl03w2GkQ7hfUOQZBVJgYnx1hTDfQnWaeDfViWX2wJ2RLaq6QPu1xgElyntJ5kNCjcHyg2zzsrhvAWE2l1r7cjp9PedQUR8os3/91FFE80ABRfJ7D7M2FLZcmd6qyZfybiezwilAEjSsGlu5SCP+y9QHvYET9DVyGZQVY0MA9EEizGF0yFPsb/reJr1u+JAUBmE3rUmHm4Mzvem5tCyq+B+W/I1 rsa-key-20220922)
2022-12-10 20:20:29,342 p=3325 u=zimnyakovrs n=ansible | changed: [red73_87] => (item=ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABgQCvkhmkG9kSeDFIjxD3mtEwYWlFgV+yvkdlC4cYlQP9vct70OElMsDqVNUtWcwH5rgmKgzCpzQkfx2C5NeW/I5lTHpsH9+ioJ0WSzf1TbePNLnI63F8Pr0L+0Lu8RI2cNVMBQ0r4pQkKzw3x77vs1++MyR+m50RMjgbYqsi5bxlNVWqXH/P1eNTMQKIC4XPMKc+WK4WeTafEHTAKHc6CMDDupG8TW93tT/O6gocSsQyvgnBwCJcuSd/OYI6SKVTARTs89JnBmDqbNph1b9nibZ41y6NysucYtGv91mHujLei9BoZddTxcj6CmyZ6xiMQvlpzo6j0IPw0G4EBn7QeKH3ur7HqvT0utgO938rV4PW9O2PLob7o85HDBMoe533dXbzhgJid0zpwa69KQbMyEcHG2bTMBlWGnUEJm90xlsq6McDaEd2gJjdkxv8ucWyjh/UwZ+WK6WqPt9TKFDRX5TM780ncbj8VWR1DdVkBiBDMrrFTA90wxaLS4mUSjwp1TM= ansi@a8ansible)
2022-12-10 20:20:29,369 p=3325 u=zimnyakovrs n=ansible | PLAY RECAP *****************************************************************************************************************************************************************************************************************************************************************************
2022-12-10 20:20:29,369 p=3325 u=zimnyakovrs n=ansible | a8_ansible                 : ok=6    changed=3    unreachable=0    failed=0    skipped=1    rescued=0    ignored=0   
2022-12-10 20:20:29,369 p=3325 u=zimnyakovrs n=ansible | a8_elk                     : ok=6    changed=3    unreachable=0    failed=0    skipped=1    rescued=0    ignored=0   
2022-12-10 20:20:29,369 p=3325 u=zimnyakovrs n=ansible | a8_jenkins                 : ok=6    changed=3    unreachable=0    failed=0    skipped=1    rescued=0    ignored=0   
2022-12-10 20:20:29,369 p=3325 u=zimnyakovrs n=ansible | alt10                      : ok=6    changed=2    unreachable=0    failed=0    skipped=1    rescued=0    ignored=0   
2022-12-10 20:20:29,369 p=3325 u=zimnyakovrs n=ansible | c7gnome                    : ok=0    changed=0    unreachable=1    failed=0    skipped=0    rescued=0    ignored=0   
2022-12-10 20:20:29,370 p=3325 u=zimnyakovrs n=ansible | ol79_81                    : ok=6    changed=3    unreachable=0    failed=0    skipped=1    rescued=0    ignored=0   
